source_modality,source_feature,target_modality,target_feature,correlation
metabolomics,metabolomics_11,lipidomics,lipidomics_42,0.8712209645777569
metabolomics,metabolomics_11,lipidomics,lipidomics_81,0.941107859293034
metabolomics,metabolomics_11,lipidomics,lipidomics_10,0.9566653492317531
metabolomics,metabolomics_58,lipidomics,lipidomics_94,0.9499654299348189
metabolomics,metabolomics_58,lipidomics,lipidomics_24,0.9576457242244616
metabolomics,metabolomics_58,lipidomics,lipidomics_17,0.9608170034436386
metabolomics,metabolomics_58,lipidomics,lipidomics_67,0.9370247480190792
metabolomics,metabolomics_58,lipidomics,lipidomics_36,0.8677499933029198
metabolomics,metabolomics_58,lipidomics,lipidomics_75,0.8790083018932522
metabolomics,metabolomics_58,lipidomics,lipidomics_63,0.925392591130597
metabolomics,metabolomics_58,lipidomics,lipidomics_42,0.8898652027201877
metabolomics,metabolomics_58,lipidomics,lipidomics_81,0.9552498067135587
metabolomics,metabolomics_58,lipidomics,lipidomics_10,0.9557609710231915
metabolomics,metabolomics_43,lipidomics,lipidomics_94,0.9279546194585444
metabolomics,metabolomics_43,lipidomics,lipidomics_24,0.912747584606541
metabolomics,metabolomics_43,lipidomics,lipidomics_17,0.9663038519161997
metabolomics,metabolomics_43,lipidomics,lipidomics_67,0.9058022341433949
metabolomics,metabolomics_43,lipidomics,lipidomics_36,0.9186919873840078
metabolomics,metabolomics_43,lipidomics,lipidomics_75,0.8676179572304537
metabolomics,metabolomics_43,lipidomics,lipidomics_63,0.9128138806833321
metabolomics,metabolomics_43,lipidomics,lipidomics_42,0.8954295562491378
metabolomics,metabolomics_43,lipidomics,lipidomics_81,0.9117363467111476
metabolomics,metabolomics_43,lipidomics,lipidomics_10,0.8780422542597222
metabolomics,metabolomics_28,lipidomics,lipidomics_94,0.8980063063809223
metabolomics,metabolomics_28,lipidomics,lipidomics_24,0.8801295784785919
metabolomics,metabolomics_28,lipidomics,lipidomics_17,0.8580077743927129
metabolomics,metabolomics_28,lipidomics,lipidomics_67,0.9349254424770507
metabolomics,metabolomics_28,lipidomics,lipidomics_36,0.9394691800664764
metabolomics,metabolomics_28,lipidomics,lipidomics_75,0.9697036198693215
metabolomics,metabolomics_28,lipidomics,lipidomics_63,0.9409606784509793
metabolomics,metabolomics_28,lipidomics,lipidomics_42,0.866707690822374
metabolomics,metabolomics_28,lipidomics,lipidomics_81,0.92526311894711
metabolomics,metabolomics_28,lipidomics,lipidomics_10,0.8666969511002229
metabolomics,metabolomics_65,lipidomics,lipidomics_94,0.9444939413128601
metabolomics,metabolomics_65,lipidomics,lipidomics_24,0.964671952364835
metabolomics,metabolomics_65,lipidomics,lipidomics_17,0.9247289709052884
metabolomics,metabolomics_65,lipidomics,lipidomics_67,0.8969462117811801
metabolomics,metabolomics_65,lipidomics,lipidomics_36,0.8835169103022759
metabolomics,metabolomics_65,lipidomics,lipidomics_75,0.9442785983368898
metabolomics,metabolomics_65,lipidomics,lipidomics_63,0.9408441842329792
metabolomics,metabolomics_65,lipidomics,lipidomics_42,0.967828088816422
metabolomics,metabolomics_65,lipidomics,lipidomics_81,0.955215774328911
metabolomics,metabolomics_65,lipidomics,lipidomics_10,0.955153744600208
metabolomics,metabolomics_71,lipidomics,lipidomics_94,0.9737335109212941
metabolomics,metabolomics_71,lipidomics,lipidomics_24,0.944759211147298
metabolomics,metabolomics_71,lipidomics,lipidomics_17,0.9181674379272822
metabolomics,metabolomics_71,lipidomics,lipidomics_67,0.9438783406000659
metabolomics,metabolomics_71,lipidomics,lipidomics_36,0.8726240829384426
metabolomics,metabolomics_71,lipidomics,lipidomics_75,0.9217239792688571
metabolomics,metabolomics_71,lipidomics,lipidomics_63,0.9077416004876281
metabolomics,metabolomics_71,lipidomics,lipidomics_42,0.9388578325797803
metabolomics,metabolomics_71,lipidomics,lipidomics_81,0.9733537580532748
metabolomics,metabolomics_71,lipidomics,lipidomics_10,0.9339863850303246
metabolomics,metabolomics_16,lipidomics,lipidomics_94,0.957145641312108
metabolomics,metabolomics_16,lipidomics,lipidomics_24,0.9675143583204122
metabolomics,metabolomics_16,lipidomics,lipidomics_17,0.936978981619372
metabolomics,metabolomics_16,lipidomics,lipidomics_67,0.9671864681772611
metabolomics,metabolomics_16,lipidomics,lipidomics_36,0.8828303359362449
metabolomics,metabolomics_16,lipidomics,lipidomics_75,0.9541285910968279
metabolomics,metabolomics_16,lipidomics,lipidomics_63,0.8689398820394453
metabolomics,metabolomics_16,lipidomics,lipidomics_42,0.9232128648050953
metabolomics,metabolomics_16,lipidomics,lipidomics_81,0.9143175693102057
metabolomics,metabolomics_16,lipidomics,lipidomics_10,0.9592114562348699
metabolomics,metabolomics_23,lipidomics,lipidomics_94,0.88843239471322
metabolomics,metabolomics_23,lipidomics,lipidomics_24,0.9277863234266368
metabolomics,metabolomics_23,lipidomics,lipidomics_17,0.9512043353208771
metabolomics,metabolomics_23,lipidomics,lipidomics_67,0.8787300819365913
metabolomics,metabolomics_23,lipidomics,lipidomics_36,0.919679354726983
metabolomics,metabolomics_23,lipidomics,lipidomics_75,0.9213321661566658
metabolomics,metabolomics_23,lipidomics,lipidomics_63,0.93509692694567
metabolomics,metabolomics_23,lipidomics,lipidomics_42,0.9182747414287248
metabolomics,metabolomics_23,lipidomics,lipidomics_81,0.962465106601442
metabolomics,metabolomics_23,lipidomics,lipidomics_10,0.9242996279970734
proteomics,proteomics_30,metabolomics,metabolomics_0,0.9287896813049391
proteomics,proteomics_30,metabolomics,metabolomics_8,0.9498720314955302
proteomics,proteomics_30,metabolomics,metabolomics_3,0.8580403674344415
proteomics,proteomics_30,metabolomics,metabolomics_74,0.9076664639625698
proteomics,proteomics_30,metabolomics,metabolomics_29,0.9057156416572858
proteomics,proteomics_30,metabolomics,metabolomics_36,0.882026219867518
proteomics,proteomics_30,metabolomics,metabolomics_19,0.9457811981363374
proteomics,proteomics_30,metabolomics,metabolomics_43,0.8807905142733786
proteomics,proteomics_30,metabolomics,metabolomics_71,0.9085448259181167
proteomics,proteomics_30,metabolomics,metabolomics_60,0.9287430233482339
proteomics,proteomics_10,metabolomics,metabolomics_0,0.9470340424256392
proteomics,proteomics_10,metabolomics,metabolomics_8,0.92309065856733
proteomics,proteomics_10,metabolomics,metabolomics_3,0.9123928365603216
proteomics,proteomics_10,metabolomics,metabolomics_74,0.9694033966628088
proteomics,proteomics_10,metabolomics,metabolomics_29,0.8617182079990738
proteomics,proteomics_10,metabolomics,metabolomics_36,0.8426992747739923
proteomics,proteomics_10,metabolomics,metabolomics_19,0.9719621283412376
proteomics,proteomics_10,metabolomics,metabolomics_43,0.964039056303106
proteomics,proteomics_10,metabolomics,metabolomics_71,0.9373575333719626
proteomics,proteomics_10,metabolomics,metabolomics_60,0.9431358021269076
proteomics,proteomics_88,metabolomics,metabolomics_0,0.9538594039070069
proteomics,proteomics_88,metabolomics,metabolomics_8,0.9324425570354015
proteomics,proteomics_88,metabolomics,metabolomics_3,0.896080428986184
proteomics,proteomics_88,metabolomics,metabolomics_74,0.961459843831931
proteomics,proteomics_88,metabolomics,metabolomics_29,0.9550682403300061
proteomics,proteomics_88,metabolomics,metabolomics_36,0.9463740076646759
proteomics,proteomics_88,metabolomics,metabolomics_19,0.9497629069833393
proteomics,proteomics_88,metabolomics,metabolomics_43,0.9282797984346486
proteomics,proteomics_88,metabolomics,metabolomics_71,0.8850249658673034
proteomics,proteomics_88,metabolomics,metabolomics_60,0.9650609372411602
proteomics,proteomics_83,metabolomics,metabolomics_0,0.8587410514154376
proteomics,proteomics_83,metabolomics,metabolomics_8,0.8748356018414081
proteomics,proteomics_83,metabolomics,metabolomics_3,0.898958242452837
proteomics,proteomics_83,metabolomics,metabolomics_74,0.8748273685534343
proteomics,proteomics_83,metabolomics,metabolomics_29,0.9782840257374201
proteomics,proteomics_83,metabolomics,metabolomics_36,0.9531216127758725
proteomics,proteomics_83,metabolomics,metabolomics_19,0.8436463654422041
proteomics,proteomics_83,metabolomics,metabolomics_43,0.8869491037004903
proteomics,proteomics_83,metabolomics,metabolomics_71,0.9427856463647722
proteomics,proteomics_83,metabolomics,metabolomics_60,0.9444369756375084
proteomics,proteomics_72,metabolomics,metabolomics_0,0.9052030771440653
proteomics,proteomics_72,metabolomics,metabolomics_8,0.9284981361543
proteomics,proteomics_72,metabolomics,metabolomics_3,0.9595857088238686
proteomics,proteomics_72,metabolomics,metabolomics_74,0.9724758425691165
proteomics,proteomics_72,metabolomics,metabolomics_29,0.9692929535065071
proteomics,proteomics_72,metabolomics,metabolomics_36,0.9626965079845812
proteomics,proteomics_72,metabolomics,metabolomics_19,0.9103860562838272
proteomics,proteomics_72,metabolomics,metabolomics_43,0.9019363326902698
proteomics,proteomics_72,metabolomics,metabolomics_71,0.9053081180194313
proteomics,proteomics_72,metabolomics,metabolomics_60,0.9001244938041427
proteomics,proteomics_102,metabolomics,metabolomics_0,0.9569857511934876
proteomics,proteomics_102,metabolomics,metabolomics_8,0.8612240099552662
proteomics,proteomics_102,metabolomics,metabolomics_3,0.9212308847728634
proteomics,proteomics_102,metabolomics,metabolomics_74,0.9063154222204082
proteomics,proteomics_102,metabolomics,metabolomics_29,0.9055457906482994
proteomics,proteomics_102,metabolomics,metabolomics_36,0.8646674342004859
proteomics,proteomics_102,metabolomics,metabolomics_19,0.9497661563052806
proteomics,proteomics_102,metabolomics,metabolomics_43,0.9664352091853551
proteomics,proteomics_102,metabolomics,metabolomics_71,0.9282401545282905
proteomics,proteomics_102,metabolomics,metabolomics_60,0.9383545105263049
proteomics,proteomics_59,metabolomics,metabolomics_0,0.9397208873762246
proteomics,proteomics_59,metabolomics,metabolomics_8,0.8724925504268659
proteomics,proteomics_59,metabolomics,metabolomics_3,0.8815800564160705
proteomics,proteomics_59,metabolomics,metabolomics_74,0.9226095363924922
proteomics,proteomics_59,metabolomics,metabolomics_29,0.9583855180556263
proteomics,proteomics_59,metabolomics,metabolomics_36,0.964863087384394
proteomics,proteomics_59,metabolomics,metabolomics_19,0.9428363020896351
proteomics,proteomics_59,metabolomics,metabolomics_43,0.9305733647532805
proteomics,proteomics_59,metabolomics,metabolomics_71,0.9264905016955256
proteomics,proteomics_59,metabolomics,metabolomics_60,0.9099286547759868
proteomics,proteomics_39,metabolomics,metabolomics_0,0.9500087595985681
proteomics,proteomics_39,metabolomics,metabolomics_8,0.906704749329208
proteomics,proteomics_39,metabolomics,metabolomics_3,0.9285133343604525
proteomics,proteomics_39,metabolomics,metabolomics_74,0.811925592610105
proteomics,proteomics_39,metabolomics,metabolomics_29,0.9494600408329381
proteomics,proteomics_39,metabolomics,metabolomics_36,0.9414249514594815
proteomics,proteomics_39,metabolomics,metabolomics_19,0.9443955262770576
proteomics,proteomics_39,metabolomics,metabolomics_43,0.9253011655111161
proteomics,proteomics_39,metabolomics,metabolomics_71,0.9500064193609772
proteomics,proteomics_39,metabolomics,metabolomics_60,0.9466590842718474
proteomics,proteomics_3,metabolomics,metabolomics_0,0.9366727125505326
proteomics,proteomics_3,metabolomics,metabolomics_8,0.8703561773857901
proteomics,proteomics_3,metabolomics,metabolomics_3,0.8811378475003879
proteomics,proteomics_3,metabolomics,metabolomics_74,0.9249296132656724
proteomics,proteomics_3,metabolomics,metabolomics_29,0.9095908629001536
proteomics,proteomics_3,metabolomics,metabolomics_36,0.9432948927563334
proteomics,proteomics_3,metabolomics,metabolomics_19,0.9421116186325723
proteomics,proteomics_3,metabolomics,metabolomics_43,0.9577767423851904
proteomics,proteomics_3,metabolomics,metabolomics_71,0.9655512452696862
proteomics,proteomics_3,metabolomics,metabolomics_60,0.9697848635925638
proteomics,proteomics_8,metabolomics,metabolomics_0,0.9375455072352531
proteomics,proteomics_8,metabolomics,metabolomics_8,0.9257102126984007
proteomics,proteomics_8,metabolomics,metabolomics_3,0.9337568809665033
proteomics,proteomics_8,metabolomics,metabolomics_74,0.9149170891742618
proteomics,proteomics_8,metabolomics,metabolomics_29,0.9343835611311563
proteomics,proteomics_8,metabolomics,metabolomics_36,0.9019280741620829
proteomics,proteomics_8,metabolomics,metabolomics_19,0.9545526211379506
proteomics,proteomics_8,metabolomics,metabolomics_43,0.9471748786799251
proteomics,proteomics_8,metabolomics,metabolomics_71,0.8919832775647296
proteomics,proteomics_8,metabolomics,metabolomics_60,0.9329367054875967
proteomics,proteomics_57,biochemistry,biochemistry_7,0.9308359028410029
proteomics,proteomics_57,biochemistry,biochemistry_19,0.9062848379627746
proteomics,proteomics_57,biochemistry,biochemistry_35,0.9657311050711429
proteomics,proteomics_57,biochemistry,biochemistry_17,0.8861927913871241
proteomics,proteomics_57,biochemistry,biochemistry_5,0.9081521238793939
proteomics,proteomics_57,biochemistry,biochemistry_13,0.9383484204873549
proteomics,proteomics_57,biochemistry,biochemistry_3,0.9532723522380823
proteomics,proteomics_57,biochemistry,biochemistry_37,0.8943163676639853
proteomics,proteomics_5,biochemistry,biochemistry_7,0.9590984376126591
